unique Electoral Area,not unique electoral area,circle code
"Ghosia Colony // Ghosia Colony Sik Nehr
Mujahidabad // Nabi Pura Lal Pura // Kotli Peer Abdul-
Rehman Near Anayat Shah // Kotli Peer Abdul
Rehman Saraye Jora // kotli Peer Abdul Rehman Baghban Pura",  / Ghosia Colony,2602104
Wapda Officers Colony // Khizarabad Shamali // Khizarabad Janobi // Asif Colony // Khizar Shamali // Khizar Janobi, ,2602201
"Mehran Park Asif
Colony // Alnoor Park Asif Colony // Mehmood Booti
Christian // Shareef Park", ,2602202
"Grid Station Colony
Green Park Lakhodar // Green Park Sharqi // Nizamabad Bhoto
Colony // Tiba Qila Khizan Green
Park // Tiba Qila Khizan New
Karol", ,2602203
"Tiba Qila Khizan New
Baknowal // New Bakhnowal Sultan Mehmood Road // Hussain Park Mehmood
Booti // Muhala Noorani Abad
Janoobi // Noorani Abad Sharqi", ,2602204
New Karol // Muslimabad Fazal Street // Muslimabad // Muslimabad Gurbi, ,2602205
"Mehmood Booti // Shahab Pura Mehmood
Booti // Rehmat Pura Mehmood Booti // Shah Gohar Abad // Shah Gohar Abad
Shamali",  / Shah Gohar Abad,2602206
"Wapda Additional
Colony // Islampura Sik Nehr // Wapda Colony Wapda
Road", ,2602301
"Barkat Pura // Khadadad Street // Hajwari Street Shalimar // Fehmi Street Shalimar // Sultan Mehmood Road
Barkat Pura", ,2602302
"Mian Riaz Ahmad Road // Dilshad Street Sharqi // Dilshad Street Taj Din
Road // Insari Chowk // Iqbal Pura Shalimar // Zameer Street Muhala
Amritsari // Muhala Amritsari
Janoobi", ,2602303
"Laki Street College Road // Manzoor Street Sher
Shah Road Nasirabad // Sher Shah Road
Nasirabad // Nasirabad Sharqi // Nasirabad Gharbi", ,2602304
Muhammad Pura Jatta'n // New Suggian // Muslimabad Lakhodar // Tariq Shaheed Road // Muhala Usman Pura // Fareed Nagar // Usman Pura,  / Muhammad Pura Jatta'n,2602305
"Baba Noor Shah Dhobi
Ghat // Baba Noor Shah Darbar
Nafeer Abad // Nafeer Abad Orangzab Bilal Colony Sajjad Park // Nafeer Abad Sher Shah
Road // Nafeerabad Orangzab Bilal Colony Sajjad Park", ,2602401
"Darogawala // Muhalla Baba Noor
Shah Darogawala // Bilal Colony Darogawala Kachi Abadi // Bilal Colony Darogawala Band Road", ,2602402
"New Gulberg Colony
Darogawala // Farooqabad Taron Wala
Bazar // Siraj Pura Farooqabad // Nafeer Abad Num Peer
Darogawala // Fareed Nagar
Darogawala // Farroqabad Taron Wala
Bazar // Nafeerabad Nam Peer
Darogawala", ,2602403
"Siraj Pura // Siraj Pura Madina Colony Al-Qadir Scheme // Siraj Pura Chowk Chitti Khooi Lakhodar // Siraj Pura Fareed Nagar // Rehmat Pura Mehmood
Booti // Shah Ghohar Abad
Shamali // Shah Gohar Abad",  / Shah Gohar Abad,2602404
"Band Road Shah Pura // Band road marriage // Band Road Marriage Nearby Government
School // Noor colony Shadi Pura // Ahmed Town shadi pura // Ahmed Town Shadi pura", ,2602501
"Off road shadi pura // Band Road shadipura
Gulzar e Madina Moti Masjid // Bund Road Shadi Pura // Mohalla Harinagar
Janobi Ghazi Abad // Ali Town Shadi Pura // Ahmad town Shadi Pura // Ahamad town Sahdi
Pura // Ahmad town Naseer
Abad Shadi Pura // Haji Nazir park Shaid
Pura", ,2602502
"Madni Shah di Khoi road
Mehmood booti // Anayat / Jamshaid town
Lakho Dair // Muhallah Aziz Baig Basii
road Shadi Pura // Muhallah Islam Abad
Shadipura // Muhallah Dhoop Sari
Mehmood Abad // Muhallah Mustafabad Lakho Dair // Muhallah Dhoop Sari
Mehmood Booti // Nai Abadi Peer Mehmood Booti", ,2602503
"Jodha Ghogian
Chahmeera // Bhama Shadbagh // Shaheen park Baght
pura", ,2602504
"Usman Park Daroga
wala // Qadria Street Daroga
Wala // Muhallah Nishter Town
Daroga wala // Aastana Naqashbandi Daroga wala // Zahid Street Aastana Naqashbandi Daroga
wala", ,2602601
"Rehman street Daroga
Wala // Muhallah Naqashbandi Bazar Daroga wala // Astana Naqishbandi
Darogawala // Zaytoon Colony
Darogawala", ,2602602
"Libya Colony // Shadi Pura // Afshaa'n Park Shadi
Pura // Haji Iftikhar Park // Momin Pura Gulbahar
Town // Dubai Park Momin Pura // Ahmad Park Momin
Pura", ,2602603
"Salamat Pura // Main Bazar Salamat
Pura // Shamai Park Salamat
Pura // Data Park Salamat Pura // Nai Abadi Muhala Rasool Pura Salamat
Pura",  / Salamat Pura,2602701
"Salamat Pura Muhala
Eid Gha // Salamat Pura
Baghbanpura // Salamat Pura Muhala
Haji Pura // Careem Nagar Salamat
Pura // Main Bazar Careen
Nagar Salamat Nagar // Ghulshan Haider Staar
Town // Careen Nagar Salamat
Pura", ,2602702
"Salamat Pura Takiya
Chowk // Salamat Pura Warha
Lakhodar // Salamat Pura // Salamat Pura Sharqi
Muhala",  / Salamat Pura,2602703
"Salamat Pura Amir
Town // Amir Town Nai Abadi
Harbanspura // Nai Abadi Harbanspura // Muhala Harbanspura",  / Muhala Harbanspura,2602704
"Harbanspura Janazgha // Muhala Baag Wala
Harbanspura // Iftikhar Park
Harbanspura // Muhala Faridiya
Harbanspura // Muhala Harbanspura",  / Muhala Harbanspura,2602705
"Qalandir Pura
Harbanspura // Main Bazar Qalandir
Pura Harbanspura // Harbanspura Ghulstan
Colony // Afzal Park Gulstan
Colony // Afzal Park Faridiya
Muhala // Muhala Faridiya // Harbanspura Al-Waqas
Block", ,2602706
Hando Gujjar Islam Park Chungi Amritsari // Warha Star Chungi // Warha Star Haji Pura // Muhala Warha Star,  / Hando Gujjar Islam Park Chungi Amritsari,2602707
"Yahya Wala Darogawala // Hussain park Rasheed
Pura // Toheed Park Rasheed
Pura // Toheed Park Firdos Park", ,2602801
"Shah Din Park
Darogawala // Akbar Park Darogawala // Haji Park Darogawala // Naeemi Chowk Bilal
park Darogawala // Bismillah Park
Darogawala", ,2602802
"Muhala Bilal Park
Darogawala // Bilal Park // Shalimar Housing Scheme Block-B Barqat Colony Salamat Pura // Shalimar Housing Scheme Block-A Barqat Colony Salamat Pura // Shalimar Housing Scheme Block-A Salamat
Pura // Bhata Chabeel Wala
Salamat Pura", ,2602803
"Hameed Pura Dispensary Road Fateh
Garh // Mehar Fiaz Colony
Fateh Garh // Hospital Road Fateh
Garh // Takiya Yateem Shah
Fateh Garh // Androon Fateh Garh // Fateh Garh Raksho'n
Wala Chowk // Hameed Pura
Dispensary Road Fateh Garh","  / Mehar Fiaz Colony
Fateh Garh",2602804
"Mehar Fiaz Colony
Fateh Garh // Mehar Fiaz Colony
Fateh Garh Block-A // Fateh Garh Main Bazar
Mughalpura","  / Mehar Fiaz Colony
Fateh Garh",2602805
"Gulzar Madina Rasheed Pura // Rasheed Pura Layum
School // Rasheed Pura Bilal Road // Rasheed Pura Ijaz Road // Rasheed Pura Bilal
Masjid // Rasheed Pura Chistian
Block", ,2602901
"Hasan Abad Fateh Garh // Hameed Pura Fateh
Garh", ,2602902
"Hameed Pura Hospital Road Fateh Garh // Ghulshan Farooq Scheme No.1 Unique
Public School // Murad Pura masjid Gulzar e Madina // Qureshi Block Murad
Pura Fateh Garh // Mehak Bolck Fateh Garh // Ramzan Park Fateh Garh // Naveed Park/Gulshan
Farooq", ,2602903
"Faisal Park Tower Block // Gulshan Park Fateh
Garh // Gulshan Park Block-A // Gulshan Park Block-B", ,2602904
"Madina Colony Gulshan
Park // Gulshan Park Fazal Pura // Shaheen Park Fazal Pura // Gulshan Park Mian
Colony // Maskeen Pura Lal Pul // Nabi Pura Lal Pul", ,2603001
"Habib Park // Fateh Garh // Amin Park Fateh Garh // Azmat Street Fateh Garh // Chaman Park Fateh
Garh // Habib parl", ,2603002
"Gali No. 17-18 Fateh
Garh // Mohalla Chawara wala
Fateh Garh // Ghousia Colony Fateh
Garh // Elhai Street Fateh Garh", ,2603003
"Bhata Goun Wala
Salamat Pura // Canal Bank Scheme
Harbans Pura // Tufail Block Canal Bank
Scheme // Saeed Block Canal Bank
Scheme // Cha Hazar Fateh Garh","  / Canal Bank Scheme
Harbans Pura",2603004
"Taj Mahal Park Fateh
Garh // Taj mahal Park Salamat
Pura // Khurram Block Canal
Bank Sechme // Canal Bank Scheme
Harbans Pura // New Canal Point
Scheme","  / Canal Bank Scheme
Harbans Pura",2603005
"Panj Peer Lal Pul
Muhammad Pura // Panj Peer Lal Pul Malik
Park // Muslim Abad Fateh
Garh // Noori Park Fateh Garh
New Canal Park // Madina Colony Umer
Farooq Block // Madina Town Abubakar Block Harbans Pura // Hanif Park Harbans Pura // Islam Parka harbans
Pura // Madina Town Umer
Farooq Block", ,2603101
"Barkat Park Astana Road // Barkat Park Sabri Barbar
Road // Hanfia Masjid Taj Pura
Road Ghaziabad // Tanveer Abad Taj Pura",  / Tanveer Abad Taj Pura,2603102
Tanveer Abad Taj Pura // Ayaz Town Taj Pura // Mian Town Taj Pura // Muslim Abad Taj Pura,  / Tanveer Abad Taj Pura,2603103
"Razaq Colony // Almadina Colony // Ali Muhammad Park
Almadina Colony // Taj Pura Pind // Taj Pura // Gali No.1.2.3.4 Ali Park
Taj Pura // Ayaz Town // Taj Pura Scheme",  / Razaq Colony / Taj Pura / Taj Pura Pind,2603201
"Taj Bagh Scheme Phase No.l Harbanspura // Taj Bagh Scheme Phase No.ll Harbanspura // Madina Town
Harbanspura // Taj Bagh Scheme Phase-
lll // Amam Town // Razaq Colony // Taj Pura // Taj Bagh Scheme Phase-
l Harbanspura // Taj Bagh Scheme Phase-
ll Harbanspura // Taj pura",  / Razaq Colony / Taj Pura,2603202
"Mian Ameer-Ud-Din
Park Taj Pura Scheme // Nizamabad Ghaziabad // Nizamabad Bhutto
Colony // Mohalla Nizamabad
Ghaziabad // Main Ameer-Ud-Din
park // Taj Pura Pind // Salla Town // Main Ameer-Ud-Din
park Taj Pura Scheme // Mian Ameer-Ud-Din
Park Park",  / Nizamabad Ghaziabad / Taj Pura Pind,2603203
"Al-Faisal Town Block-A // Al-Faisal Town Block-A
Gali No.5 // Al-Faisal Town Block-B",  / Al-Faisal Town Block-A / Al-Faisal Town Block-B,2603204
Al-Faisal Town Block-B // Al-Faisal Town Block-A,  / Al-Faisal Town Block-A / Al-Faisal Town Block-B,2603205
"Nawan Pind
Harbanspura // Al-Madina Town Nawan
Pind // Asam Town
Harbanspura // Mehtab Park
harbanspura // Hajwari Scheme
Harbanspura // Almadina Town Nawan
Pind", ,2603301
"Rehman Pura
Harbanspura // Adan Street Rehman
Pura // Near Garden Rehman
Pura // Rani Pind Mohalla
Rehman Pura // Block-B Near Garden
Harbanspura", ,2603302
"Jilal Colony Harbanspura // Haji Pura Harbanspura // Pind Chandiya'n
harbanspura // Ismail town
Harbanspura","  / Ismail town
Harbanspura",2603303
"Jalal Park Badar Colony // Ithad Town Ranger
Headquarter // Ismail town
Harbanspura // Peer Naseer
Harbanspura // Altaf Colony Ranger
Block Doghaj","  / Ismail town
Harbanspura",2603304
"Ali Hajwari Block
Dhoghaj // Altaf Colony // Altaf Colony Dhoghaj // Chungi Gujjar Pura // Dhoghaj Town // Guldasht Town Gujjar
Pura // Abu Bakkar Block Gujjar
Pura", ,2603305
"Guldasht Town // Dhoghaj Town
Choudary // Dhoghaj Town Habib
Park // Zarrar Shaheed Road // Guldhast Town Block-A
Dhoghaj Town // Dhoghaj Town
Choudary Park", ,2603401
A-Block Al Faisal Town // D-Block Al Faisal Town, ,2603402
"A-Block Al Faisal Town
Jhalara'n // C-Block Al Faisal Town
Murgi Khana // C-Block Al Faisal Town
Ghazi Road // C-Block Al Faisal Town Bhadar Shah Road // C-Block Al Faisal Town Ithad Town Ranger", ,2603403
Ithad Colony Taj Pura // Sabri Mohalla // Mohalla Nabi Nagar // Mohalla Dar-Ul-Islam // Madina Mohalla, ,2603501
"Mohalla Riaz Pura
Ghaziabad // Takiya Mandara Wala
Ghaziabad // Takiya Mandara Wala Usman Nagar Ghaziabad // Mohalla Hari Nagar
Janoobi Ghaziabad // Usman Nagar Burji No.8
Ghaziabad","  / Mohalla Riaz Pura
Ghaziabad",2603502
"Takiya Mandara Wala
Nizamabad // Nizamabad Ghaziabad",  / Nizamabad Ghaziabad,2603503
"Taj pura Scheme Block-
C // Taj pura Scheme Block-E // Taj pura Scheme Block-
D","  / Taj pura Scheme Block-
D",2603504
"Taj pura Scheme Block-
B/D // Taj pura Scheme Block-
B // Taj pura Scheme Block-
D","  / Taj pura Scheme Block-
D",2603505
"Hussain Pura Ghaziabad // Ithad Colony Ghaziabad // Hussain Pura Gali No.50-
51 // Mohalla Hussain Pura
Ghaziabad // Mohalla Hussain Pura
Main Bazar", ,2603601
"Saraye Mian Issah
Ghaziabad // Mian Bazar Ghaziabad // Bangali Mohalla
Ghaziabad // Madina Mohalla
Ghaziabad", ,2603602
"usman Nagar Ghaziabad // Main Bazar No.2 Lees
Pura // Mohalla Lees Pura
Ghaziabad // Mohalla Gareen Alam Street Ghaziabad // Main Bazar No.2
Ghaziabad // Mohalla Riaz Pura
Ghaziabad // Riaz Pura Gali No.14 Usman Nagar Ghaziabad // Gali No.5-14 usman
Nagar Ghaziabad","  / Mohalla Riaz Pura
Ghaziabad / usman Nagar Ghaziabad",2603603
"Usman Nagar Noor
Colony // Usman nagar Takiya
Shah Haji // usman nagar // usman Nagar Ghaziabad",  / usman Nagar Ghaziabad,2603604
"C, Type railway
qwarters // Kainnaired // Railway Kirn Hospital,
Allama Iqbal Road // Railway Head Quarters
Colony // Muhammad Nagar // Saddique Abad // Railway Station , Ghost
Market", ,2603701
"Muhammad Nagar, B.B
Pakdaman // B.B Pakdaman,
Qazlibash Road", ,2603702
"Muhammad Nagar Jamia Naeemia Garhi
Shahu // Devernd Road Garhi Shahu // Mumtaz Street, Habib Allah Road // Allama Iqbal Road, Sadiq Colony // Habib Allah Road, Garhi Shahu", ,2603703
"Ahata Haji Moosa Park,
Garhi Shahu // Sardar Street Garhi
Shahu // Habib Allah Road Kachi
Abadi // Muslim Park, Allama
Iqbal Road // Shadab Colony, Allama
Iqbal Road // Mumtaz Street, Habib
Allah Road // Habib Allah Road Near
Muslim League House", ,2603704
"Qila Gujjar Singh // Muslim Street Qila
gujjar Singh // Azeem street qila gujjar
singh // Main Bazar qila gujjar
singh // usmania colony // Gordwara qila gujjar
singh", ,2603801
Muhallah Chohdarian // Abdul Karim road // Lal chowk // Mangri park, ,2603802
Ghandi Sqwair // Nisbat Raod // Royal Park // Aybat Road Coper Road // Governor House,  / Aybat Road Coper Road / Governor House / Nisbat Raod,2603803
"Muhallah Rashi
Bahawan Building // Pathi Ground // Bilal Colonny // Dil Muhammad Road // Meclord raod",  / Dil Muhammad Road / Meclord raod,2603901
Meclord raod // Sadat Street // Fleming raod // Shah Abu al ilmi // lakshmi Chowk,  / Meclord raod,2603902
Praim Ghalian // Railway Road // Purani Mewa Mundi,  / Railway Road,2603903
Raja Ram Street // Bhagwan street // Saadi Street // Amrat Dhara building // Rehman street // Sohni Street, ,2604001
Gowal Mandi // Tegor street // Main Bazar Gowalmandi // Muhallah Gowallian, ,2604002
Chemberlain Road // Malkhi Ram // Mochi Gate // Dil Muhammad Road,  / Dil Muhammad Road,2604003
Ameer Ali Road // Ganda Engine // Mohal Baksh Street // Dil Muhammad Raod, ,2604004
Pani pat street // kacha Nisbat Road // Nisbat Raod,  / Nisbat Raod,2604005
"Ghugian , Ameer Pura", ,2610101
Bhlai Gull // Muqadam Singh // Rakh Shaikh Kot, ,2610102
"Bhobtian, Sardar Town, Basti Haider Shah // Pind Bhatta, Kot Bhag
Ali // Bhobtian, // Shair Shah colony Block
C // Shair Shah Colony Block
D // Shair Shah Colony Block
C // Technology College
Block A-B-D // Shair Shah colony Block
A // Shair Shah colony Block
B // Bilal Town- Sajjad Colony- Sharja Colony", ,2610103
"Barkat colony- Haidary
Colony // Haidary Colony- Shadab
Colony // Main Bazar Chunhg // Haidary Colony // Shadab Colony // Shadab Colony-
Panjgarain // Punjgrain Chunhg // Comboh colony Din Town Main Bazar
Chunhg // Camboh colony Din Town Main Bazar
Chunhg // Comboh Colony Ithad
Pura // Rori Peer - Masoom
Shah chunhg // Mano Wal- Kot Hayat // Kot Hayat Mano Wal
Muhallah Esaiyan Chunhg // Kot Hayat Mano Wal Muhallah Esaiyan
Chunhg // Bilal Colony- Murtaza
Abad Chunhg // Police Center-Bilal
Colony- Grid Station // Iqbal Evenue- Azmeer
Town", ,2610104
Bahria Town // Tibba- US Colony // Tibba // Jalyana Pind // Jalyana Pind Kun, ,2610105
Nawazish Abad- Haider Abad- Hadayat Abad // Nasir Gunj Mehdi Pur // Judicial Colony,  / Judicial Colony,2610106
"Rakh Khambah- Fatah Abad - Hussain Abad // Ali Raza Abad // Kachi Kothi - Azeem
Abad // Raheem Abad Shabir
Amam colony // Nasir Abad // Nisaar Abad // Khaliq Abad", ,2610107
Bhai Kot // Burhan Pura, ,2610201
Baath, ,2610202
Ghugian Lodharay // Shamkay Bhattian, ,2610203
Kamas, ,2610204
"Manga Autar ( Tariq
Abad) // Manga Autar ( Qila
Nawa- Adil Town) // Manga Autar ( Madina
Town) // Manga Autar ( Tibba
Samad) // Manga Autar Kila Shair
Singh // Manga Autar // Manga Autar ( Kila
KasooKa) // Manga Autar ( Talab
Saray) // Manga Autar - Rasheed
Town // Manga Autar ( Ahmed Abad - Manga Mandi) // Manga Autar- Wara
Peeran", ,2610205
Manga Hathar, ,2610206
Nehla // Mil, ,2610207
Kila Choty Tirday, ,2610208
"Khud Pur ( Dhoop Sadi- Ghugian Khanikay) // Khud Pur ( Dhoop Sadi) // Khud Pur ( Mehdi Pur
Khan) // Khud Pur ( Ali Hussain
Abad) // Khud Pur- Ghugian
Zaildara) // Khud Pur ( Islam Nagar) Chagian Chimra // Khud Pur-(Mehdi Pur
Khan)", ,2610301
"Ali Hussain Abad // Ali Hussain Abad- Umar
Colony // Umar Colony - Hussain Abad - Najaf colony // Ali Hussain Abad- Madina Colony - Baba
Zinda Peer // Maraka // Maraka - Ali Town -
Khurram Town // Maraka Qawatar -
Madina Colony // Marka", ,2610302
"Mohanwal // Mohanwal Kalan // Mohanwal Khurd- Badu
pura // Mohanwal Punjab
Housing Scheme", ,2610303
Rakh Sultan Kay // Ram Kot // Baduki Sani, ,2610304
"Rangeel Pur // Rangeel Pur ( Khaniki
Ghugian)", ,2610305
"Sultan kay ( Dhoky Wali) // Sultan kay (Dhoop Sadi
Nai Abadi) // Sultan Kay // Sultan Kay ( Dhoop Sadi
Nai Abadi)", ,2610306
"Sunddar ( Bhatti Town- Chaishtia Colony) // Sunddar // Bhatti Town- Chishtia
Colony // Lodharay Autar // Lodharay", ,2610307
Asil Lakhowal, ,2610401
"Chak No-62, Chamropur // Tukra Alim Shah", ,2610402
"Dara Janjaty, Dara
Afghana // Janjaty- Edin Laif Styl
Home", ,2610403
"Jia Bagha // Jia Bagha - Munshi
Khan Wali // Jia Bagha Nazd Jamia
Musjid Gumbad wali", ,2610404
Khana Nipal // Rakh Raye Arayia'n Mor // Rakh Raye // Rakh Raye Khana Nipal, ,2610405
Mank,  / Mank,2610406
Mank // Paji // Paji Raiwind Road,  / Mank,2610407
Raye Arayian // Raye Almywaat, ,2610408
Rakh Pur // Fathe Sigh Wala, ,2610409
Tarro Gill, ,2610410
Ghang Shareef // Chak Boota, ,2610501
Jhodho Dhayr // Jalal Pura, ,2610502
Karyal // Kangrah // Dhondy, ,2610503
Ladhake Onche, ,2610504
New Jalal Pura // Rehman Pura // Salamat Pura // Raiwind Khurd // Raiwind kala'n,  / Raiwind kala'n / Salamat Pura,2610505
Rakh Jhodhodayr // Rakh Paji, ,2610506
Rakh Ladhay ke Onche // Chak Wahgal, ,2610507
Watna // Ladhake Nawin, ,2610508
Babalyana Otar, ,2610509
Bhochoki Mahja, ,2610510
"Kot Khazan Singh
Raiwind // Railway Colony Raiwind // Sarwar Hayat Colony Railway Colony Raiwind // Raiwind Mandi // Railway Station Quarter
Jamia Street // Salamat Pura","  / Kot Khazan Singh
Raiwind / Salamat Pura",2610601
"Muhala Sundar Road
Raiwind // Muhala Dard Alwari
Raiwind // Muhala Jamia Fiaz-Al-
Aloom Raiwind // Kot Khazan Singh
Raiwind // Arshad Colony Raiwind Sanima Road // Arshad Colony Raiwind
Sundar Road // Muhala Dars Alwari
Raiwind","  / Kot Khazan Singh
Raiwind",2610602
"Manga And Sundar
Road Raiwind // Kot Babu Khan Raiwind
T.C // Kot Babu Khan Cha
Chahboana // Barha'n Pura // Kot Nihal Khan // Darbar Baba Rehmat
Shah Manga Road // Muhala Ghos Pura
Manga Road Raiwind", ,2610603
"Muhla Islamabad Hawali Ameer Ud Din
Wali // Muhala Islamabad // Muhala Niaz Miraan Saraye Mukhtar Ud Din // Jinah Abadi Raiwind // Raiwind T.C // Raiwind kala'n",  / Raiwind kala'n,2610604
"Basti Ameer Ud Din // Raiwind kala'n // Basti Ameen Pura // Basti Ameen Pura
Murtaza Abad",  / Raiwind kala'n,2610605
